artikel_id,outlet_id,url,judul,tanggal_terbit,teks,hash_shingle,kecamatan,sumber_koleksi,ringkasan,kategori,topik,peristiwa_id,klaster_id,source_url,archive_url,retrieved_at,first_seen,last_checked,fiktif,jaccard_klaster
ART-F027,sulsel-kini.example,https://sulsel-kini.example/2017/11/07/inspektorat-menerbitkan-temuan-atas-belanja-publikasi-dinas,Inspektorat menerbitkan temuan atas belanja publikasi dinas,2017-11-07,"Inspektorat inspektorat menerbitkan temuan atas belanja publikasi dinas, menurut dokumen yang diperoleh redaksi pada 2017-11-06. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari. Kepala dinas terkait mengatakan pihaknya akan mempelajari temuan tersebut. Pemerintah Kota menyatakan menghormati proses yang berjalan.",0cdd2c602c8bd388,,fixture,"Inspektorat inspektorat menerbitkan temuan atas belanja publikasi dinas, menurut dokumen yang diperoleh redaksi pada 2017-11-06. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari.",penindakan / pengawasan,"['temuan', 'inspektorat', 'dinas', 'menerbitkan']",MKS-PRW-F02,,https://sulsel-kini.example/2017/11/07/inspektorat-menerbitkan-temuan-atas-belanja-publikasi-dinas,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F028,sulsel-kini.example,https://sulsel-kini.example/2017/11/08/lanjutan-inspektorat-menerbitkan-temuan-atas-belanja-publika,Lanjutan: inspektorat menerbitkan temuan atas belanja publikasi dinas,2017-11-08,"Inspektorat inspektorat menerbitkan temuan atas belanja publikasi dinas, menurut dokumen yang diperoleh redaksi pada 2017-11-06. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari. Kepala dinas terkait mengatakan pihaknya akan mempelajari temuan tersebut. Pemerintah Kota menyatakan menghormati proses yang berjalan. Pada hari berikutnya, sejumlah warga masih mendatangi kantor kecamatan untuk menanyakan kelanjutan persoalan itu.",f3c20c5ccc3351fa,,fixture,"Inspektorat inspektorat menerbitkan temuan atas belanja publikasi dinas, menurut dokumen yang diperoleh redaksi pada 2017-11-06. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari.",penindakan / pengawasan,"['temuan', 'inspektorat', 'dinas', 'menerbitkan']",MKS-PRW-F02,,https://sulsel-kini.example/2017/11/08/lanjutan-inspektorat-menerbitkan-temuan-atas-belanja-publika,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F029,sulsel-kini.example,https://sulsel-kini.example/2017/11/09/lanjutan-inspektorat-menerbitkan-temuan-atas-belanja-publika,Lanjutan: inspektorat menerbitkan temuan atas belanja publikasi dinas,2017-11-09,"Inspektorat inspektorat menerbitkan temuan atas belanja publikasi dinas, menurut dokumen yang diperoleh redaksi pada 2017-11-06. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari. Kepala dinas terkait mengatakan pihaknya akan mempelajari temuan tersebut. Pemerintah Kota menyatakan menghormati proses yang berjalan. Pada hari berikutnya, sejumlah warga masih mendatangi kantor kecamatan untuk menanyakan kelanjutan persoalan itu.",f3c20c5ccc3351fa,,fixture,"Inspektorat inspektorat menerbitkan temuan atas belanja publikasi dinas, menurut dokumen yang diperoleh redaksi pada 2017-11-06. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari.",penindakan / pengawasan,"['temuan', 'inspektorat', 'dinas', 'menerbitkan']",MKS-PRW-F02,,https://sulsel-kini.example/2017/11/09/lanjutan-inspektorat-menerbitkan-temuan-atas-belanja-publika,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F030,kabar-pelabuhan.example,https://kabar-pelabuhan.example/2017/11/07/inspektorat-menerbitkan-temuan-atas-belanja-publikasi-dinas,Inspektorat menerbitkan temuan atas belanja publikasi dinas,2017-11-07,"Inspektorat inspektorat menerbitkan temuan atas belanja publikasi dinas, menurut dokumen yang diperoleh redaksi pada 2017-11-06. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari. Kepala dinas terkait mengatakan pihaknya akan mempelajari temuan tersebut. Pemerintah Kota menyatakan menghormati proses yang berjalan.",0cdd2c602c8bd388,,fixture,"Inspektorat inspektorat menerbitkan temuan atas belanja publikasi dinas, menurut dokumen yang diperoleh redaksi pada 2017-11-06. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari.",penindakan / pengawasan,"['temuan', 'inspektorat', 'dinas', 'menerbitkan']",MKS-PRW-F02,,https://kabar-pelabuhan.example/2017/11/07/inspektorat-menerbitkan-temuan-atas-belanja-publikasi-dinas,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F031,kabar-pelabuhan.example,https://kabar-pelabuhan.example/2017/11/08/lanjutan-inspektorat-menerbitkan-temuan-atas-belanja-publika,Lanjutan: inspektorat menerbitkan temuan atas belanja publikasi dinas,2017-11-08,"Inspektorat inspektorat menerbitkan temuan atas belanja publikasi dinas, menurut dokumen yang diperoleh redaksi pada 2017-11-06. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari. Kepala dinas terkait mengatakan pihaknya akan mempelajari temuan tersebut. Pemerintah Kota menyatakan menghormati proses yang berjalan. Pada hari berikutnya, sejumlah warga masih mendatangi kantor kecamatan untuk menanyakan kelanjutan persoalan itu.",f3c20c5ccc3351fa,,fixture,"Inspektorat inspektorat menerbitkan temuan atas belanja publikasi dinas, menurut dokumen yang diperoleh redaksi pada 2017-11-06. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari.",penindakan / pengawasan,"['temuan', 'inspektorat', 'dinas', 'menerbitkan']",MKS-PRW-F02,,https://kabar-pelabuhan.example/2017/11/08/lanjutan-inspektorat-menerbitkan-temuan-atas-belanja-publika,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F032,kabar-pelabuhan.example,https://kabar-pelabuhan.example/2017/11/09/lanjutan-inspektorat-menerbitkan-temuan-atas-belanja-publika,Lanjutan: inspektorat menerbitkan temuan atas belanja publikasi dinas,2017-11-09,"Inspektorat inspektorat menerbitkan temuan atas belanja publikasi dinas, menurut dokumen yang diperoleh redaksi pada 2017-11-06. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari. Kepala dinas terkait mengatakan pihaknya akan mempelajari temuan tersebut. Pemerintah Kota menyatakan menghormati proses yang berjalan. Pada hari berikutnya, sejumlah warga masih mendatangi kantor kecamatan untuk menanyakan kelanjutan persoalan itu.",f3c20c5ccc3351fa,,fixture,"Inspektorat inspektorat menerbitkan temuan atas belanja publikasi dinas, menurut dokumen yang diperoleh redaksi pada 2017-11-06. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari.",penindakan / pengawasan,"['temuan', 'inspektorat', 'dinas', 'menerbitkan']",MKS-PRW-F02,,https://kabar-pelabuhan.example/2017/11/09/lanjutan-inspektorat-menerbitkan-temuan-atas-belanja-publika,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F033,suara-tamalanrea.example,https://suara-tamalanrea.example/2019/10/22/perwali-tentang-retribusi-parkir-dicabut-setelah-tiga-bulan-,Perwali tentang retribusi parkir dicabut setelah tiga bulan berlaku,2019-10-22,Pemerintah Kota perwali tentang retribusi parkir dicabut setelah tiga bulan berlaku pada 2019-10-21. Pencabutan dilakukan setelah gelombang keberatan dari warga dan pelaku usaha. Bagian Hukum menyatakan aturan pengganti sedang disusun. Anggota DPRD meminta pemerintah kota lebih cermat sebelum menerbitkan aturan.,a2f958d5cd9b0f4a,,fixture,Pemerintah Kota perwali tentang retribusi parkir dicabut setelah tiga bulan berlaku pada 2019-10-21. Pencabutan dilakukan setelah gelombang keberatan dari warga dan pelaku usaha.,kebijakan / regulasi,"['perwali', 'tentang', 'retribusi', 'parkir']",MKS-PRW-F03,,https://suara-tamalanrea.example/2019/10/22/perwali-tentang-retribusi-parkir-dicabut-setelah-tiga-bulan-,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F034,kabar-pelabuhan.example,https://kabar-pelabuhan.example/2019/10/21/perwali-tentang-retribusi-parkir-dicabut-setelah-tiga-bulan-,Perwali tentang retribusi parkir dicabut setelah tiga bulan berlaku,2019-10-21,Pemerintah Kota perwali tentang retribusi parkir dicabut setelah tiga bulan berlaku pada 2019-10-21. Pencabutan dilakukan setelah gelombang keberatan dari warga dan pelaku usaha. Bagian Hukum menyatakan aturan pengganti sedang disusun. Anggota DPRD meminta pemerintah kota lebih cermat sebelum menerbitkan aturan.,a2f958d5cd9b0f4a,,fixture,Pemerintah Kota perwali tentang retribusi parkir dicabut setelah tiga bulan berlaku pada 2019-10-21. Pencabutan dilakukan setelah gelombang keberatan dari warga dan pelaku usaha.,kebijakan / regulasi,"['perwali', 'tentang', 'retribusi', 'parkir']",MKS-PRW-F03,,https://kabar-pelabuhan.example/2019/10/21/perwali-tentang-retribusi-parkir-dicabut-setelah-tiga-bulan-,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F035,kabar-pelabuhan.example,https://kabar-pelabuhan.example/2019/10/22/lanjutan-perwali-tentang-retribusi-parkir-dicabut-setelah-ti,Lanjutan: perwali tentang retribusi parkir dicabut setelah tiga bulan berlaku,2019-10-22,"Pemerintah Kota perwali tentang retribusi parkir dicabut setelah tiga bulan berlaku pada 2019-10-21. Pencabutan dilakukan setelah gelombang keberatan dari warga dan pelaku usaha. Bagian Hukum menyatakan aturan pengganti sedang disusun. Anggota DPRD meminta pemerintah kota lebih cermat sebelum menerbitkan aturan. Pada hari berikutnya, sejumlah warga masih mendatangi kantor kecamatan untuk menanyakan kelanjutan persoalan itu.",3a0ca557fe952daa,,fixture,Pemerintah Kota perwali tentang retribusi parkir dicabut setelah tiga bulan berlaku pada 2019-10-21. Pencabutan dilakukan setelah gelombang keberatan dari warga dan pelaku usaha.,kebijakan / regulasi,"['perwali', 'tentang', 'retribusi', 'parkir']",MKS-PRW-F03,,https://kabar-pelabuhan.example/2019/10/22/lanjutan-perwali-tentang-retribusi-parkir-dicabut-setelah-ti,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F036,kabar-pelabuhan.example,https://kabar-pelabuhan.example/2019/10/23/lanjutan-perwali-tentang-retribusi-parkir-dicabut-setelah-ti,Lanjutan: perwali tentang retribusi parkir dicabut setelah tiga bulan berlaku,2019-10-23,"Pemerintah Kota perwali tentang retribusi parkir dicabut setelah tiga bulan berlaku pada 2019-10-21. Pencabutan dilakukan setelah gelombang keberatan dari warga dan pelaku usaha. Bagian Hukum menyatakan aturan pengganti sedang disusun. Anggota DPRD meminta pemerintah kota lebih cermat sebelum menerbitkan aturan. Pada hari berikutnya, sejumlah warga masih mendatangi kantor kecamatan untuk menanyakan kelanjutan persoalan itu.",3a0ca557fe952daa,,fixture,Pemerintah Kota perwali tentang retribusi parkir dicabut setelah tiga bulan berlaku pada 2019-10-21. Pencabutan dilakukan setelah gelombang keberatan dari warga dan pelaku usaha.,kebijakan / regulasi,"['perwali', 'tentang', 'retribusi', 'parkir']",MKS-PRW-F03,,https://kabar-pelabuhan.example/2019/10/23/lanjutan-perwali-tentang-retribusi-parkir-dicabut-setelah-ti,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F037,kabar-pelabuhan.example,https://kabar-pelabuhan.example/2019/10/24/lanjutan-perwali-tentang-retribusi-parkir-dicabut-setelah-ti,Lanjutan: perwali tentang retribusi parkir dicabut setelah tiga bulan berlaku,2019-10-24,"Pemerintah Kota perwali tentang retribusi parkir dicabut setelah tiga bulan berlaku pada 2019-10-21. Pencabutan dilakukan setelah gelombang keberatan dari warga dan pelaku usaha. Bagian Hukum menyatakan aturan pengganti sedang disusun. Anggota DPRD meminta pemerintah kota lebih cermat sebelum menerbitkan aturan. Pada hari berikutnya, sejumlah warga masih mendatangi kantor kecamatan untuk menanyakan kelanjutan persoalan itu.",3a0ca557fe952daa,,fixture,Pemerintah Kota perwali tentang retribusi parkir dicabut setelah tiga bulan berlaku pada 2019-10-21. Pencabutan dilakukan setelah gelombang keberatan dari warga dan pelaku usaha.,kebijakan / regulasi,"['perwali', 'tentang', 'retribusi', 'parkir']",MKS-PRW-F03,,https://kabar-pelabuhan.example/2019/10/24/lanjutan-perwali-tentang-retribusi-parkir-dicabut-setelah-ti,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F038,harian-losari.example,https://harian-losari.example/2020/08/19/ombudsman-perwakilan-menyatakan-maladministrasi-dalam-penyal,Ombudsman perwakilan menyatakan maladministrasi dalam penyaluran bantuan,2020-08-19,"Ombudsman ombudsman perwakilan menyatakan maladministrasi dalam penyaluran bantuan, menurut dokumen yang diperoleh redaksi pada 2020-08-17. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari. Kepala dinas terkait mengatakan pihaknya akan mempelajari temuan tersebut. Pemerintah Kota menyatakan menghormati proses yang berjalan.",e7ec90e846514263,Tamalanrea,fixture,"Ombudsman ombudsman perwakilan menyatakan maladministrasi dalam penyaluran bantuan, menurut dokumen yang diperoleh redaksi pada 2020-08-17. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari.",penindakan / pengawasan,"['ombudsman', 'menyatakan', 'perwakilan', 'maladministrasi']",MKS-PRW-F04,,https://harian-losari.example/2020/08/19/ombudsman-perwakilan-menyatakan-maladministrasi-dalam-penyal,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F039,sulsel-kini.example,https://sulsel-kini.example/2020/08/18/ombudsman-perwakilan-menyatakan-maladministrasi-dalam-penyal,Ombudsman perwakilan menyatakan maladministrasi dalam penyaluran bantuan,2020-08-18,"Ombudsman ombudsman perwakilan menyatakan maladministrasi dalam penyaluran bantuan, menurut dokumen yang diperoleh redaksi pada 2020-08-17. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari. Kepala dinas terkait mengatakan pihaknya akan mempelajari temuan tersebut. Pemerintah Kota menyatakan menghormati proses yang berjalan.",e7ec90e846514263,Tamalanrea,fixture,"Ombudsman ombudsman perwakilan menyatakan maladministrasi dalam penyaluran bantuan, menurut dokumen yang diperoleh redaksi pada 2020-08-17. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari.",penindakan / pengawasan,"['ombudsman', 'menyatakan', 'perwakilan', 'maladministrasi']",MKS-PRW-F04,,https://sulsel-kini.example/2020/08/18/ombudsman-perwakilan-menyatakan-maladministrasi-dalam-penyal,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F040,kabar-pelabuhan.example,https://kabar-pelabuhan.example/2020/08/17/ombudsman-perwakilan-menyatakan-maladministrasi-dalam-penyal,Ombudsman perwakilan menyatakan maladministrasi dalam penyaluran bantuan,2020-08-17,"Ombudsman ombudsman perwakilan menyatakan maladministrasi dalam penyaluran bantuan, menurut dokumen yang diperoleh redaksi pada 2020-08-17. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari. Kepala dinas terkait mengatakan pihaknya akan mempelajari temuan tersebut. Pemerintah Kota menyatakan menghormati proses yang berjalan.",e7ec90e846514263,Tamalanrea,fixture,"Ombudsman ombudsman perwakilan menyatakan maladministrasi dalam penyaluran bantuan, menurut dokumen yang diperoleh redaksi pada 2020-08-17. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari.",penindakan / pengawasan,"['ombudsman', 'menyatakan', 'perwakilan', 'maladministrasi']",MKS-PRW-F04,,https://kabar-pelabuhan.example/2020/08/17/ombudsman-perwakilan-menyatakan-maladministrasi-dalam-penyal,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F041,sulsel-kini.example,https://sulsel-kini.example/2024/07/30/aksi-warga-menolak-penggusuran-bantaran-kanal,Aksi warga menolak penggusuran bantaran kanal,2024-07-30,Ratusan warga menggelar unjuk rasa aksi warga menolak penggusuran bantaran kanal pada 2024-07-29. Massa menuntut pembatalan kebijakan itu. Aksi berlangsung sekitar tiga jam dan dijaga aparat kepolisian. Pemerintah Kota belum memberikan tanggapan resmi hingga berita ini diturunkan.,d0cc1505d5dca809,Tallo,fixture,Ratusan warga menggelar unjuk rasa aksi warga menolak penggusuran bantaran kanal pada 2024-07-29. Massa menuntut pembatalan kebijakan itu. Aksi berlangsung sekitar tiga jam dan dijaga aparat kepolisian.,mobilisasi / protes,"['aksi', 'warga', 'menolak', 'penggusuran']",MKS-PRW-F05,,https://sulsel-kini.example/2024/07/30/aksi-warga-menolak-penggusuran-bantaran-kanal,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F042,kabar-pelabuhan.example,https://kabar-pelabuhan.example/2024/07/29/aksi-warga-menolak-penggusuran-bantaran-kanal,Aksi warga menolak penggusuran bantaran kanal,2024-07-29,Ratusan warga menggelar unjuk rasa aksi warga menolak penggusuran bantaran kanal pada 2024-07-29. Massa menuntut pembatalan kebijakan itu. Aksi berlangsung sekitar tiga jam dan dijaga aparat kepolisian. Pemerintah Kota belum memberikan tanggapan resmi hingga berita ini diturunkan.,d0cc1505d5dca809,Tallo,fixture,Ratusan warga menggelar unjuk rasa aksi warga menolak penggusuran bantaran kanal pada 2024-07-29. Massa menuntut pembatalan kebijakan itu. Aksi berlangsung sekitar tiga jam dan dijaga aparat kepolisian.,mobilisasi / protes,"['aksi', 'warga', 'menolak', 'penggusuran']",MKS-PRW-F05,,https://kabar-pelabuhan.example/2024/07/29/aksi-warga-menolak-penggusuran-bantaran-kanal,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F043,kabar-pelabuhan.example,https://kabar-pelabuhan.example/2024/07/30/lanjutan-aksi-warga-menolak-penggusuran-bantaran-kanal,Lanjutan: aksi warga menolak penggusuran bantaran kanal,2024-07-30,"Ratusan warga menggelar unjuk rasa aksi warga menolak penggusuran bantaran kanal pada 2024-07-29. Massa menuntut pembatalan kebijakan itu. Aksi berlangsung sekitar tiga jam dan dijaga aparat kepolisian. Pemerintah Kota belum memberikan tanggapan resmi hingga berita ini diturunkan. Pada hari berikutnya, sejumlah warga masih mendatangi kantor kecamatan untuk menanyakan kelanjutan persoalan itu.",ec155b0db47bd253,Tallo,fixture,Ratusan warga menggelar unjuk rasa aksi warga menolak penggusuran bantaran kanal pada 2024-07-29. Massa menuntut pembatalan kebijakan itu. Aksi berlangsung sekitar tiga jam dan dijaga aparat kepolisian.,mobilisasi / protes,"['warga', 'aksi', 'menolak', 'penggusuran']",MKS-PRW-F05,,https://kabar-pelabuhan.example/2024/07/30/lanjutan-aksi-warga-menolak-penggusuran-bantaran-kanal,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F044,suara-tamalanrea.example,https://suara-tamalanrea.example/2024/10/16/bawaslu-meregistrasi-laporan-dugaan-penyalahgunaan-program-k,Bawaslu meregistrasi laporan dugaan penyalahgunaan program kota untuk kampanye provinsi,2024-10-16,"Bawaslu bawaslu meregistrasi laporan dugaan penyalahgunaan program kota untuk kampanye provinsi, menurut dokumen yang diperoleh redaksi pada 2024-10-14. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari. Kepala dinas terkait mengatakan pihaknya akan mempelajari temuan tersebut. Pemerintah Kota menyatakan menghormati proses yang berjalan.",ec842094cb32a22a,,fixture,"Bawaslu bawaslu meregistrasi laporan dugaan penyalahgunaan program kota untuk kampanye provinsi, menurut dokumen yang diperoleh redaksi pada 2024-10-14.",penindakan / pengawasan,"['bawaslu', 'meregistrasi', 'laporan', 'dugaan']",MKS-PRW-F06,,https://suara-tamalanrea.example/2024/10/16/bawaslu-meregistrasi-laporan-dugaan-penyalahgunaan-program-k,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F045,suara-tamalanrea.example,https://suara-tamalanrea.example/2024/10/17/lanjutan-bawaslu-meregistrasi-laporan-dugaan-penyalahgunaan-,Lanjutan: bawaslu meregistrasi laporan dugaan penyalahgunaan program kota untuk kampanye provinsi,2024-10-17,"Bawaslu bawaslu meregistrasi laporan dugaan penyalahgunaan program kota untuk kampanye provinsi, menurut dokumen yang diperoleh redaksi pada 2024-10-14. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari. Kepala dinas terkait mengatakan pihaknya akan mempelajari temuan tersebut. Pemerintah Kota menyatakan menghormati proses yang berjalan. Pada hari berikutnya, sejumlah warga masih mendatangi kantor kecamatan untuk menanyakan kelanjutan persoalan itu.",0023c8cd1f4321eb,,fixture,"Bawaslu bawaslu meregistrasi laporan dugaan penyalahgunaan program kota untuk kampanye provinsi, menurut dokumen yang diperoleh redaksi pada 2024-10-14.",penindakan / pengawasan,"['bawaslu', 'meregistrasi', 'laporan', 'dugaan']",MKS-PRW-F06,,https://suara-tamalanrea.example/2024/10/17/lanjutan-bawaslu-meregistrasi-laporan-dugaan-penyalahgunaan-,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F046,kabar-pelabuhan.example,https://kabar-pelabuhan.example/2024/10/14/bawaslu-meregistrasi-laporan-dugaan-penyalahgunaan-program-k,Bawaslu meregistrasi laporan dugaan penyalahgunaan program kota untuk kampanye provinsi,2024-10-14,"Bawaslu bawaslu meregistrasi laporan dugaan penyalahgunaan program kota untuk kampanye provinsi, menurut dokumen yang diperoleh redaksi pada 2024-10-14. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari. Kepala dinas terkait mengatakan pihaknya akan mempelajari temuan tersebut. Pemerintah Kota menyatakan menghormati proses yang berjalan.",ec842094cb32a22a,,fixture,"Bawaslu bawaslu meregistrasi laporan dugaan penyalahgunaan program kota untuk kampanye provinsi, menurut dokumen yang diperoleh redaksi pada 2024-10-14.",penindakan / pengawasan,"['bawaslu', 'meregistrasi', 'laporan', 'dugaan']",MKS-PRW-F06,,https://kabar-pelabuhan.example/2024/10/14/bawaslu-meregistrasi-laporan-dugaan-penyalahgunaan-program-k,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F047,kabar-pelabuhan.example,https://kabar-pelabuhan.example/2024/10/15/lanjutan-bawaslu-meregistrasi-laporan-dugaan-penyalahgunaan-,Lanjutan: bawaslu meregistrasi laporan dugaan penyalahgunaan program kota untuk kampanye provinsi,2024-10-15,"Bawaslu bawaslu meregistrasi laporan dugaan penyalahgunaan program kota untuk kampanye provinsi, menurut dokumen yang diperoleh redaksi pada 2024-10-14. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari. Kepala dinas terkait mengatakan pihaknya akan mempelajari temuan tersebut. Pemerintah Kota menyatakan menghormati proses yang berjalan. Pada hari berikutnya, sejumlah warga masih mendatangi kantor kecamatan untuk menanyakan kelanjutan persoalan itu.",0023c8cd1f4321eb,,fixture,"Bawaslu bawaslu meregistrasi laporan dugaan penyalahgunaan program kota untuk kampanye provinsi, menurut dokumen yang diperoleh redaksi pada 2024-10-14.",penindakan / pengawasan,"['bawaslu', 'meregistrasi', 'laporan', 'dugaan']",MKS-PRW-F06,,https://kabar-pelabuhan.example/2024/10/15/lanjutan-bawaslu-meregistrasi-laporan-dugaan-penyalahgunaan-,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F048,kabar-pelabuhan.example,https://kabar-pelabuhan.example/2024/10/16/lanjutan-bawaslu-meregistrasi-laporan-dugaan-penyalahgunaan-,Lanjutan: bawaslu meregistrasi laporan dugaan penyalahgunaan program kota untuk kampanye provinsi,2024-10-16,"Bawaslu bawaslu meregistrasi laporan dugaan penyalahgunaan program kota untuk kampanye provinsi, menurut dokumen yang diperoleh redaksi pada 2024-10-14. Dokumen itu mencatat sejumlah temuan yang harus ditindaklanjuti dalam 60 hari. Kepala dinas terkait mengatakan pihaknya akan mempelajari temuan tersebut. Pemerintah Kota menyatakan menghormati proses yang berjalan. Pada hari berikutnya, sejumlah warga masih mendatangi kantor kecamatan untuk menanyakan kelanjutan persoalan itu.",0023c8cd1f4321eb,,fixture,"Bawaslu bawaslu meregistrasi laporan dugaan penyalahgunaan program kota untuk kampanye provinsi, menurut dokumen yang diperoleh redaksi pada 2024-10-14.",penindakan / pengawasan,"['bawaslu', 'meregistrasi', 'laporan', 'dugaan']",MKS-PRW-F06,,https://kabar-pelabuhan.example/2024/10/16/lanjutan-bawaslu-meregistrasi-laporan-dugaan-penyalahgunaan-,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F049,kupang-kini.example,https://kupang-kini.example/2023/05/08/unjuk-rasa-mahasiswa-soal-tarif-air-minum,Unjuk rasa mahasiswa soal tarif air minum,2023-05-08,Ratusan mahasiswa menggelar unjuk rasa unjuk rasa mahasiswa soal tarif air minum pada 2023-05-08. Massa menuntut pembatalan kebijakan itu. Aksi berlangsung sekitar tiga jam dan dijaga aparat kepolisian. Pemerintah Kota belum memberikan tanggapan resmi hingga berita ini diturunkan.,af4900076484d60a,Kelapa Lima,fixture,Ratusan mahasiswa menggelar unjuk rasa unjuk rasa mahasiswa soal tarif air minum pada 2023-05-08. Massa menuntut pembatalan kebijakan itu. Aksi berlangsung sekitar tiga jam dan dijaga aparat kepolisian.,mobilisasi / protes,"['unjuk', 'rasa', 'mahasiswa', 'soal']",KPG-PRW-F01,,https://kupang-kini.example/2023/05/08/unjuk-rasa-mahasiswa-soal-tarif-air-minum,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
ART-F050,kupang-kini.example,https://kupang-kini.example/2023/05/09/lanjutan-unjuk-rasa-mahasiswa-soal-tarif-air-minum,Lanjutan: unjuk rasa mahasiswa soal tarif air minum,2023-05-09,"Ratusan mahasiswa menggelar unjuk rasa unjuk rasa mahasiswa soal tarif air minum pada 2023-05-08. Massa menuntut pembatalan kebijakan itu. Aksi berlangsung sekitar tiga jam dan dijaga aparat kepolisian. Pemerintah Kota belum memberikan tanggapan resmi hingga berita ini diturunkan. Pada hari berikutnya, sejumlah warga masih mendatangi kantor kecamatan untuk menanyakan kelanjutan persoalan itu.",50be642cf29a5a7c,Kelapa Lima,fixture,Ratusan mahasiswa menggelar unjuk rasa unjuk rasa mahasiswa soal tarif air minum pada 2023-05-08. Massa menuntut pembatalan kebijakan itu. Aksi berlangsung sekitar tiga jam dan dijaga aparat kepolisian.,mobilisasi / protes,"['unjuk', 'rasa', 'mahasiswa', 'soal']",KPG-PRW-F01,,https://kupang-kini.example/2023/05/09/lanjutan-unjuk-rasa-mahasiswa-soal-tarif-air-minum,,2026-09-09,2026-09-09T00:00:00+07:00,2026-09-09T00:00:00+07:00,True,
